version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 12 Pro,1772717417654,2026-03-05_13-30-17,Africa/Kigali,ios,1.54,eae31cab-9ffa-4f0b-9e26-15908e829cc5,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20,false,18.6.2,system
