version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 12,1772717631821,2026-03-05_13-33-51,Africa/Kigali,ios,1.54,808c11cd-248b-4714-9ddb-c6dd18bde865,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20||20|20,false,26.3,system
