time,seconds_elapsed,z,y,x
1772717195522534000,0.058533935546875,0.04102200269699097,0.10295088589191437,0.06108199432492256
1772717195542564900,0.07856494140625,0.037228062748909,-0.05585261434316635,-0.004273840691894293
1772717195562597000,0.09859716796875,0.0035894084721803665,-0.329988032579422,-0.09764985740184784
1772717195582628000,0.118628173828125,-0.03975886479020119,-0.5914220213890076,-0.2014167308807373
1772717195602659000,0.1386591796875,-0.08074011653661728,-0.6066968441009521,-0.21894219517707825
1772717195622690800,0.15869091796875,-0.09384287148714066,-0.48428040742874146,-0.13011246919631958
1772717195642721800,0.1787216796875,-0.10463826358318329,-0.42712974548339844,-0.07961120456457138
1772717195662754000,0.198754150390625,-0.13852138817310333,-0.4086143970489502,-0.02913231961429119
1772717195682785000,0.218784912109375,-0.19781827926635742,-0.4650350511074066,-0.029865486547350883
1772717195702816000,0.23881591796875,-0.22672128677368164,-0.5431525111198425,-0.02617407962679863
1772717195722848000,0.258847900390625,-0.28606292605400085,-0.5335435271263123,-0.012051336467266083
1772717195742879000,0.27887890625,-0.2909998893737793,-0.4699304699897766,-0.007906658574938774
1772717195762910000,0.298909912109375,-0.16597779095172882,-0.4922136962413788,-0.03581072762608528
1772717195782942000,0.31894189453125,0.00794314406812191,-0.5217204689979553,0.02689126878976822
1772717195802973000,0.338972900390625,0.22527413070201874,-0.44335827231407166,0.08664567768573761
1772717195823005200,0.359005126953125,0.39654096961021423,-0.35625478625297546,0.09469295293092728
1772717195843036200,0.3790361328125,0.4698750972747803,-0.3671838641166687,0.10712698847055435
1772717195863067100,0.399067138671875,0.5305746793746948,-0.2458164244890213,0.006600910797715187
1772717195883099100,0.41909912109375,0.5896944403648376,-0.12739284336566925,-0.04677150025963783
1772717195903130000,0.439130126953125,0.6307238936424255,0.052258145064115524,-0.06990797817707062
1772717195923161900,0.459161865234375,0.6380428075790405,0.18415945768356323,-0.12022893875837326
1772717195943193000,0.479193115234375,0.6560505628585815,0.26028910279273987,-0.13031725585460663
1772717195963224000,0.49922412109375,0.6882635951042175,0.2611466348171234,0.007528223562985659
1772717195983256000,0.519256103515625,0.6255142092704773,0.08632530272006989,0.09743574261665344
1772717196003287000,0.539287109375,0.5698544383049011,0.07212985306978226,0.05708885192871094
1772717196023318000,0.559318115234375,0.7346135377883911,0.8403218388557434,0.1905992478132248
1772717196043350000,0.57935009765625,1.1207082271575928,1.5758658647537231,0.590196430683136
1772717196063381200,0.59938134765625,1.4962069988250732,0.39844459295272827,0.8271791338920593
1772717196083413200,0.619413330078125,1.194427251815796,-1.6231974363327026,0.6661929488182068
1772717196103444200,0.6394443359375,0.6333494782447815,-2.15403413772583,-0.06519711017608643
1772717196123475200,0.65947509765625,0.3142668604850769,-1.9580566883087158,-0.47599849104881287
1772717196143507000,0.6795068359375,0.2719801068305969,-1.7270839214324951,-0.16764652729034424
1772717196163538000,0.699537841796875,0.29760080575942993,-0.6879667043685913,0.03602511063218117
1772717196183570200,0.719570068359375,0.3081873953342438,0.03003060258924961,0.10193035751581192
1772717196203601200,0.73960107421875,0.14446796476840973,0.41829952597618103,0.03184767812490463
1772717196223632100,0.759632080078125,-0.1454501450061798,0.5914747714996338,-0.3427096903324127
1772717196243664100,0.7796640625,-0.6567836999893188,0.8572723269462585,-0.8771554827690125
1772717196263695000,0.799695068359375,-1.3380283117294312,0.753219723701477,-1.1177260875701904
1772717196283726000,0.81972607421875,-1.8278217315673828,-0.10224355012178421,-0.9958382248878479
1772717196303758000,0.839758056640625,-2.2080187797546387,-0.6017225980758667,-0.36381256580352783
1772717196323789000,0.8597890625,-2.1927614212036133,-0.4362369775772095,0.267336905002594
1772717196343821000,0.879821044921875,-1.382646918296814,0.4090106785297394,-0.014763233251869678
1772717196363852000,0.89985205078125,-0.7081896662712097,0.6078513264656067,-0.5728816390037537
1772717196383883000,0.919883056640625,-0.10912009328603745,0.26111388206481934,-0.5113357305526733
1772717196403915300,0.939915283203125,0.3210723102092743,-0.007819839753210545,-0.09588205069303513
1772717196423946200,0.9599462890625,0.5862520337104797,0.09767702221870422,0.15939338505268097
1772717196443978000,0.97997802734375,0.7361770868301392,0.4869145154953003,0.2965030372142792
1772717196464009000,1.000009033203125,0.6321936845779419,0.9457849264144897,0.42486846446990967
1772717196484040000,1.0200400390625,0.26060789823532104,1.2749079465866089,0.2349264919757843
1772717196504072200,1.040072265625,0.14590980112552643,0.027997279539704323,-0.18224863708019257
1772717196524103200,1.060103271484375,0.1265970915555954,-0.4060995578765869,-0.374705970287323
1772717196544134100,1.080134033203125,0.3376845717430115,-0.4709203839302063,-0.37068912386894226
1772717196564166100,1.100166259765625,0.4237059950828552,-0.023435818031430244,-0.20055919885635376
1772717196584197000,1.120197021484375,0.2852916717529297,0.3237093687057495,-0.08847234398126602
1772717196604228900,1.140228759765625,0.08726300299167633,-0.028244154527783394,-0.2118012011051178
1772717196624260000,1.160260009765625,-0.03652392327785492,-0.664538562297821,-0.3807305693626404
1772717196644291000,1.180291015625,-0.004837365821003914,-0.452708899974823,-0.217501699924469
1772717196664323000,1.200322998046875,0.10768838226795197,0.1351519674062729,0.03578702732920647
1772717196684354000,1.22035400390625,0.2776941955089569,0.4459947943687439,0.18566760420799255
1772717196704386000,1.240385986328125,0.26831188797950745,0.4796281158924103,0.16050659120082855
1772717196724417000,1.2604169921875,0.263008713722229,0.17564985156059265,0.004111654590815306
1772717196744448300,1.2804482421875,0.17626477777957916,0.05690988898277283,-0.09002496302127838
1772717196764480000,1.30047998046875,0.12587590515613556,0.11691676825284958,-0.08725740760564804
1772717196784511000,1.320510986328125,0.11887045949697495,0.26650360226631165,-0.09695690870285034
1772717196804542000,1.3405419921875,0.10774590075016022,0.3595227599143982,-0.158328115940094
1772717196824574000,1.360573974609375,0.11415746808052063,0.41256359219551086,-0.19043545424938202
1772717196844605000,1.38060498046875,0.09883683174848557,0.4270908832550049,-0.16097263991832733
1772717196864637200,1.40063720703125,0.08360514789819717,0.39738303422927856,-0.12092748284339905
1772717196884668200,1.420668212890625,0.081199511885643,0.2343110293149948,-0.0930471196770668
1772717196904699100,1.44069921875,0.06322823464870453,0.10976564884185791,0.019059445708990097
1772717196924731100,1.460731201171875,0.01423246506601572,0.12047182023525238,0.1239810660481453
1772717196944762000,1.48076220703125,0.006328469607979059,0.15419729053974152,0.16162484884262085
1772717196964794000,1.500794189453125,0.0031403994653373957,0.14223836362361908,0.14834526181221008
1772717196984825000,1.5208251953125,0.01757952570915222,0.03445810824632645,0.07902450859546661
1772717197004856000,1.54085595703125,0.027057716622948647,-0.07784952223300934,0.06743709743022919
1772717197024888000,1.56088818359375,0.04476054757833481,-0.060148291289806366,0.06486981362104416
1772717197044919000,1.5809189453125,0.04373496398329735,-0.007656055502593517,0.10896243900060654
1772717197064950000,1.600949951171875,0.03098161891102791,0.025623338297009468,0.033789388835430145
1772717197084982300,1.620982177734375,0.03208736330270767,0.03446130454540253,-0.0460207536816597
1772717197105013200,1.64101318359375,0.0533662848174572,0.012772786431014538,-0.042096056044101715
1772717197125045000,1.661044921875,0.04482100158929825,-0.004289819858968258,0.007733819540590048
1772717197145076000,1.681075927734375,0.01858992874622345,-0.014446583576500416,-0.016952885314822197
1772717197165107000,1.70110693359375,0.005653624422848225,-0.02317376248538494,-0.01816542074084282
1772717197185139200,1.72113916015625,0.01149686612188816,0.007524229120463133,-0.02563558891415596
1772717197205170200,1.741170166015625,0.02606089599430561,0.011623899452388287,0.022123677656054497
1772717197225201200,1.761201171875,0.021403558552265167,-0.019031481817364693,0.03639822080731392
1772717197245233200,1.781233154296875,0.0009685916593298316,0.0075455340556800365,0.055744487792253494
1772717197265264000,1.80126416015625,0.011529090814292431,0.05603397265076637,0.06478432565927505
1772717197285296000,1.821296142578125,-0.0022863238118588924,0.0650586262345314,0.07878349721431732
1772717197305327000,1.8413271484375,-0.017070597037672997,0.023676034063100815,0.09101513028144836
1772717197325358000,1.861358154296875,-0.005587045568972826,-0.0054357778280973434,0.06695906072854996
1772717197345390000,1.88139013671875,0.018866898491978645,-0.02863563969731331,0.024820394814014435
1772717197365421000,1.901421142578125,-0.008111190050840378,-0.029688386246562004,0.037748176604509354
